Province_State,Lat,Long_,Confirmed,Deaths
Delaware,39.3185,-75.5071,267265,2931
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,144675,1340
Florida,27.7663,-81.6868,6002153,74178
Georgia,33.0406,-83.6431,2530918,38086
Grand Princess,,,103,3
Guam,13.4443,144.7937,48496,361
Hawaii,21.0943,-157.4983,258422,1434
Idaho,44.2405,-114.4788,447913,4933
Illinois,40.3495,-88.9861,3209355,38004
Indiana,39.8494,-86.2583,1713834,23630
Iowa,42.0115,-93.2105,768869,9555
Kansas,38.5266,-96.7265,780833,8720
Kentucky,37.6681,-84.6701,1336858,15797
Louisiana,31.1695,-91.8678,1244423,17295
Maine,44.6939,-69.3819,254427,2335
Maryland,39.0639,-76.8021,1051938,14520
Massachusetts,42.2302,-71.5301,1809309,20393
Michigan,43.3266,-84.5361,2472596,36140
Minnesota,45.6945,-93.9002,1479047,12849
Mississippi,32.7416,-89.6787,801527,12457
Missouri,38.4561,-92.2884,1442338,20365
Montana,46.9219,-110.4544,275113,3381
Nebraska,41.1254,-98.2681,482305,4234
Nevada,38.3135,-117.0554,724364,10798
New Hampshire,43.4525,-71.5639,316691,2500
New Jersey,40.2989,-74.521,2313062,33537
New Mexico,34.8405,-106.2485,526137,7607
New York,42.1657,-74.9481,5280137,68603
North Carolina,35.6301,-79.8064,2691805,24588
North Dakota,47.5289,-99.784,242409,2272
Northern Mariana Islands,15.0979,145.6739,11305,34
Ohio,40.3888,-82.7649,2724041,38708
Oklahoma,35.5653,-96.9289,1044179,15996
Oregon,44.572,-122.0709,738830,7560
Pennsylvania,40.5908,-77.2098,2850343,44814
Puerto Rico,18.2208,-66.5901,593947,4250
Rhode Island,41.6809,-71.5118,381271,3552
South Carolina,33.8569,-80.945,1481975,17869
South Dakota,44.2998,-99.4388,238635,2917
Tennessee,35.7478,-86.6923,2040127,26251
Texas,31.0545,-97.5635,6851239,88047
Utah,40.15,-111.8624,938864,4761
Vermont,44.0459,-72.7107,128471,648
Virgin Islands,18.3358,-64.8963,18037,113
Virginia,37.7693,-78.17,1733188,20317
Washington,47.4009,-121.4905,1530430,12791
West Virginia,38.4912,-80.9545,505528,6893
Wisconsin,44.2685,-89.6165,1639365,14502
Wyoming,42.756,-107.3025,157031,1817
Alabama,32.3182,-86.9023,26485,774
Alaska,61.3707,-152.4044,676,12
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,36844,1203
Arkansas,34.9697,-92.3731,12917,182
California,36.1162,-119.6816,155541,5033
Colorado,39.0598,-105.3111,31732,1677
Connecticut,41.5978,-72.7554,45235,4204
Delaware,39.3185,-75.5071,10340,543
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,9799,515
Florida,27.7663,-81.6868,77326,2938
Georgia,33.0406,-83.6431,58414,2494
Grand Princess,,,103,3
Guam,13.4443,144.7937,185,5
Hawaii,21.0943,-157.4983,736,17
Idaho,44.2405,-114.4788,3399,87
Illinois,40.3495,-88.9861,133016,6326
Indiana,39.8494,-86.2583,40430,2386
Iowa,42.0115,-93.2105,24082,658
Kansas,38.5266,-96.7265,11319,246
Kentucky,37.6681,-84.6701,12647,505
Louisiana,31.1695,-91.8678,47172,3018
Maine,44.6939,-69.3819,2810,101
Maryland,39.0639,-76.8021,62032,2947
Massachusetts,42.2302,-71.5301,105690,7647
Michigan,43.3266,-84.5361,66085,6018
Minnesota,45.6945,-93.9002,30693,1335
Mississippi,32.7416,-89.6787,19799,895
Missouri,38.4561,-92.2884,16607,896
Montana,46.9219,-110.4544,609,19
Nebraska,41.1254,-98.2681,16851,220
Nevada,38.3135,-117.0554,11315,465
New Hampshire,43.4525,-71.5639,5345,320
New Jersey,40.2989,-74.521,167669,12708
New Mexico,34.8405,-106.2485,9845,440
New York,42.1657,-74.9481,383944,30700
North Carolina,35.6301,-79.8064,45114,1140
North Dakota,47.5289,-99.784,3127,74
Northern Mariana Islands,15.0979,145.6739,30,2
Ohio,40.3888,-82.7649,41576,2422
Oklahoma,35.5653,-96.9289,8417,359
Oregon,44.572,-122.0709,5820,180
Pennsylvania,40.5908,-77.2098,82896,6256
Puerto Rico,18.2208,-66.5901,5890,147
Rhode Island,41.6809,-71.5118,16093,914
South Carolina,33.8569,-80.945,19378,602
South Dakota,44.2998,-99.4388,5928,75
Tennessee,35.7478,-86.6923,31006,483
Texas,31.0545,-97.5635,89330,2113
Utah,40.15,-111.8624,14608,143
Vermont,44.0459,-72.7107,1128,55
Virgin Islands,18.3358,-64.8963,72,6
Virginia,37.7693,-78.17,54886,1552
Washington,47.4009,-121.4905,26530,1211
West Virginia,38.4912,-80.9545,2322,88
Wisconsin,44.2685,-89.6165,22932,694
Wyoming,42.756,-107.3025,1079,18
Alabama,32.3182,-86.9023,1304291,19623
Alaska,61.3707,-152.4044,256089,1268
American Samoa,-14.271,-170.132,5974,29
Arizona,33.7298,-111.4312,2030925,30230
Arkansas,34.9697,-92.3731,837977,11415
California,36.1162,-119.6816,9340998,90559
Colorado,39.0598,-105.3111,1454688,12586
Connecticut,41.5978,-72.7554,777064,10883
Delaware,39.3185,-75.5071,266673,2928
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,143943,1340
Florida,27.7663,-81.6868,6002153,74158
Georgia,33.0406,-83.6431,2530918,38086
Grand Princess,,,103,3
Guam,13.4443,144.7937,48469,358
Hawaii,21.0943,-157.4983,258422,1434
Idaho,44.2405,-114.4788,447540,4930
Illinois,40.3495,-88.9861,3200941,37997
Indiana,39.8494,-86.2583,1711268,23630
Iowa,42.0115,-93.2105,768869,9555
Kansas,38.5266,-96.7265,778311,8692
Kentucky,37.6681,-84.6701,1335247,15786
Louisiana,31.1695,-91.8678,1243693,17291
Maine,44.6939,-69.3819,253654,2332
Maryland,39.0639,-76.8021,1049471,14519
Massachusetts,42.2302,-71.5301,1803831,20383
Michigan,43.3266,-84.5361,2472596,36140
Minnesota,45.6945,-93.9002,1476133,12837
Mississippi,32.7416,-89.6787,800826,12457
Missouri,38.4561,-92.2884,1438389,20553
Montana,46.9219,-110.4544,274598,3378
Nebraska,41.1254,-98.2681,482035,4232
Nevada,38.3135,-117.0554,724364,10798
New Hampshire,43.4525,-71.5639,316127,2499
New Jersey,40.2989,-74.521,2306574,33529
New Mexico,34.8405,-106.2485,525751,7600
New York,42.1657,-74.9481,5277782,68579
North Carolina,35.6301,-79.8064,2691805,24588
North Dakota,47.5289,-99.784,242212,2272
Northern Mariana Islands,15.0979,145.6739,11305,34
Ohio,40.3888,-82.7649,2724041,38703
Oklahoma,35.5653,-96.9289,1044179,15996
Oregon,44.572,-122.0709,737186,7556
Pennsylvania,40.5908,-77.2098,2850343,44814
Puerto Rico,18.2208,-66.5901,588589,4245
Rhode Island,41.6809,-71.5118,380384,3548
South Carolina,33.8569,-80.945,1481975,17869
South Dakota,44.2998,-99.4388,238635,2917
Tennessee,35.7478,-86.6923,2038896,26252
Texas,31.0545,-97.5635,6845305,88033
Utah,40.15,-111.8624,938864,4761
Vermont,44.0459,-72.7107,128058,648
Virgin Islands,18.3358,-64.8963,17835,113
Virginia,37.7693,-78.17,1729893,20310
Washington,47.4009,-121.4905,1524078,12770
West Virginia,38.4912,-80.9545,505037,6893
Wisconsin,44.2685,-89.6165,1636453,14500
Wyoming,42.756,-107.3025,157031,1817
Alabama,32.3182,-86.9023,1568934,20737
Alaska,61.3707,-152.4044,301432,1455
American Samoa,-14.271,-170.132,8266,34
Arizona,33.7298,-111.4312,2378334,32182
Arkansas,34.9697,-92.3731,983004,12686
California,36.1162,-119.6816,11825358,98523
Colorado,39.0598,-105.3111,1734023,13874
Connecticut,41.5978,-72.7554,947016,11770
Delaware,39.3185,-75.5071,321888,3206
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,173386,1411
Florida,27.7663,-81.6868,7338503,83906
Georgia,33.0406,-83.6431,2985193,41417
Grand Princess,,,103,3
Guam,13.4443,144.7937,59951,411
Hawaii,21.0943,-157.4983,372198,1761
Idaho,44.2405,-114.4788,511601,5316
Illinois,40.3495,-88.9861,3966544,40657
Indiana,39.8494,-86.2583,2002760,25364
Iowa,42.0115,-93.2105,886411,10424
Kansas,38.5266,-96.7265,917065,9716
Kentucky,37.6681,-84.6701,1662581,17671
Louisiana,31.1695,-91.8678,1514113,18370
Maine,44.6939,-69.3819,306215,2784
Maryland,39.0639,-76.8021,1316662,15953
Massachusetts,42.2302,-71.5301,2154886,22940
Michigan,43.3266,-84.5361,2988654,40767
Minnesota,45.6945,-93.9002,1736893,14320
Mississippi,32.7416,-89.6787,955145,13097
Missouri,38.4561,-92.2884,1732437,22244
Montana,46.9219,-110.4544,322270,3617
Nebraska,41.1254,-98.2681,555114,4685
Nevada,38.3135,-117.0554,876118,11751
New Hampshire,43.4525,-71.5639,366952,2852
New Jersey,40.2989,-74.521,2923180,35486
New Mexico,34.8405,-106.2485,658690,8808
New York,42.1657,-74.9481,6563389,75078
North Carolina,35.6301,-79.8064,3316814,27629
North Dakota,47.5289,-99.784,280602,2427
Northern Mariana Islands,15.0979,145.6739,13274,41
Ohio,40.3888,-82.7649,3307568,41220
Oklahoma,35.5653,-96.9289,1250013,17412
Oregon,44.572,-122.0709,939303,8962
Pennsylvania,40.5908,-77.2098,3416142,48892
Puerto Rico,18.2208,-66.5901,1050823,5530
Rhode Island,41.6809,-71.5118,443645,3770
South Carolina,33.8569,-80.945,1770059,18834
South Dakota,44.2998,-99.4388,271856,3118
Tennessee,35.7478,-86.6923,2437255,28588
Texas,31.0545,-97.5635,8209715,91591
Utah,40.15,-111.8624,1074828,5187
Vermont,44.0459,-72.7107,148393,791
Virgin Islands,18.3358,-64.8963,23769,127
Virginia,37.7693,-78.17,2199302,22670
Washington,47.4009,-121.4905,1883676,15038
West Virginia,38.4912,-80.9545,624174,7661
Wisconsin,44.2685,-89.6165,1959637,15800
Wyoming,42.756,-107.3025,182847,1958
Alabama,32.3182,-86.9023,1568934,20737
Alaska,61.3707,-152.4044,301432,1455
American Samoa,-14.271,-170.132,8266,34
Arizona,33.7298,-111.4312,2378334,32182
Arkansas,34.9697,-92.3731,983004,12686
California,36.1162,-119.6816,11812098,98365
Colorado,39.0598,-105.3111,1733146,13866
Connecticut,41.5978,-72.7554,946236,11766
Delaware,39.3185,-75.5071,321888,3206
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,173386,1411
Florida,27.7663,-81.6868,7312963,83606
Georgia,33.0406,-83.6431,2985193,41417
Grand Princess,,,103,3
Guam,13.4443,144.7937,59926,411
Hawaii,21.0943,-157.4983,372198,1761
Idaho,44.2405,-114.4788,511601,5316
Illinois,40.3495,-88.9861,3963196,40633
Indiana,39.8494,-86.2583,2002760,25364
Iowa,42.0115,-93.2105,886411,10423
Kansas,38.5266,-96.7265,916972,9716
Kentucky,37.6681,-84.6701,1662581,17670
Louisiana,31.1695,-91.8678,1514113,18370
Maine,44.6939,-69.3819,305984,2784
Maryland,39.0639,-76.8021,1314971,15939
Massachusetts,42.2302,-71.5301,2144967,22793
Michigan,43.3266,-84.5361,2988654,40767
Minnesota,45.6945,-93.9002,1731172,14273
Mississippi,32.7416,-89.6787,955145,13097
Missouri,38.4561,-92.2884,1732098,22239
Montana,46.9219,-110.4544,322270,3617
Nebraska,41.1254,-98.2681,553378,4684
Nevada,38.3135,-117.0554,876118,11751
New Hampshire,43.4525,-71.5639,366952,2852
New Jersey,40.2989,-74.521,2919724,35459
New Mexico,34.8405,-106.2485,658364,8793
New York,42.1657,-74.9481,6556733,75004
North Carolina,35.6301,-79.8064,3316814,27629
North Dakota,47.5289,-99.784,280492,2422
Northern Mariana Islands,15.0979,145.6739,13274,41
Ohio,40.3888,-82.7649,3294521,41205
Oklahoma,35.5653,-96.9289,1244121,17383
Oregon,44.572,-122.0709,939303,8962
Pennsylvania,40.5908,-77.2098,3416142,48892
Puerto Rico,18.2208,-66.5901,1049438,5519
Rhode Island,41.6809,-71.5118,443645,3770
South Carolina,33.8569,-80.945,1770059,18834
South Dakota,44.2998,-99.4388,271856,3118
Tennessee,35.7478,-86.6923,2434538,28573
Texas,31.0545,-97.5635,8206993,91588
Utah,40.15,-111.8624,1072581,5177
Vermont,44.0459,-72.7107,148393,791
Virgin Islands,18.3358,-64.8963,23764,127
Virginia,37.7693,-78.17,2199302,22670
Washington,47.4009,-121.4905,1883676,15038
West Virginia,38.4912,-80.9545,623541,7661
Wisconsin,44.2685,-89.6165,1958290,15790
Wyoming,42.756,-107.3025,182847,1958
Alabama,32.3182,-86.9023,1338177,19697
Alaska,61.3707,-152.4044,266731,1285
American Samoa,-14.271,-170.132,6342,31
Arizona,33.7298,-111.4312,2093680,30400
Arkansas,34.9697,-92.3731,855543,11540
California,36.1162,-119.6816,9953555,91846
Colorado,39.0598,-105.3111,1531506,12853
Connecticut,41.5978,-72.7554,822319,11015
Delaware,39.3185,-75.5071,282743,2977
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,153903,1349
Florida,27.7663,-81.6868,6389198,75096
Georgia,33.0406,-83.6431,2608172,38360
Grand Princess,,,103,3
Guam,13.4443,144.7937,50773,371
Hawaii,21.0943,-157.4983,297851,1474
Idaho,44.2405,-114.4788,457907,4954
Illinois,40.3495,-88.9861,3380095,38410
Indiana,39.8494,-86.2583,1758650,23806
Iowa,42.0115,-93.2105,788289,9614
Kansas,38.5266,-96.7265,798061,8943
Kentucky,37.6681,-84.6701,1388211,16114
Louisiana,31.1695,-91.8678,1287429,17375
Maine,44.6939,-69.3819,267707,2408
Maryland,39.0639,-76.8021,1117397,14719
Massachusetts,42.2302,-71.5301,1905719,20818
Michigan,43.3266,-84.5361,2581397,36675
Minnesota,45.6945,-93.9002,1537314,13060
Mississippi,32.7416,-89.6787,820659,12492
Missouri,38.4561,-92.2884,1491762,20829
Montana,46.9219,-110.4544,283054,3440
Nebraska,41.1254,-98.2681,494031,4331
Nevada,38.3135,-117.0554,758379,10967
New Hampshire,43.4525,-71.5639,330117,2570
New Jersey,40.2989,-74.521,2457797,33939
New Mexico,34.8405,-106.2485,551614,7883
New York,42.1657,-74.9481,5549360,69449
North Carolina,35.6301,-79.8064,2823979,25140
North Dakota,47.5289,-99.784,248198,2287
Northern Mariana Islands,15.0979,145.6739,11482,34
Ohio,40.3888,-82.7649,2815069,38985
Oklahoma,35.5653,-96.9289,1061792,16145
Oregon,44.572,-122.0709,791280,7727
Pennsylvania,40.5908,-77.2098,2975031,45580
Puerto Rico,18.2208,-66.5901,742405,4480
Rhode Island,41.6809,-71.5118,399860,3599
South Carolina,33.8569,-80.945,1524771,17995
South Dakota,44.2998,-99.4388,242298,2931
Tennessee,35.7478,-86.6923,2101007,26616
Texas,31.0545,-97.5635,7059628,88357
Utah,40.15,-111.8624,968731,4806
Vermont,44.0459,-72.7107,134415,679
Virgin Islands,18.3358,-64.8963,20625,118
Virginia,37.7693,-78.17,1841786,20455
Washington,47.4009,-121.4905,1628383,13115
West Virginia,38.4912,-80.9545,525086,7017
Wisconsin,44.2685,-89.6165,1710576,14739
Wyoming,42.756,-107.3025,162160,1824
Alabama,32.3182,-86.9023,16263,583
Alaska,61.3707,-152.4044,413,10
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,17318,834
Arkansas,34.9697,-92.3731,6277,120
California,36.1162,-119.6816,102576,3850
Colorado,39.0598,-105.3111,28369,1592
Connecticut,41.5978,-72.7554,41288,3803
Delaware,39.3185,-75.5071,9096,475
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,8406,445
Florida,27.7663,-81.6868,52634,2319
Georgia,33.0406,-83.6431,44638,1933
Grand Princess,,,103,3
Guam,13.4443,144.7937,170,5
Hawaii,21.0943,-157.4983,644,17
Idaho,44.2405,-114.4788,2699,81
Illinois,40.3495,-88.9861,114306,5083
Indiana,39.8494,-86.2583,32437,2032
Iowa,42.0115,-93.2105,18369,496
Kansas,38.5266,-96.7265,9291,213
Kentucky,37.6681,-84.6701,9077,400
Louisiana,31.1695,-91.8678,38497,2723
Maine,44.6939,-69.3819,2137,81
Maryland,39.0639,-76.8021,48423,2392
Massachusetts,42.2302,-71.5301,94220,6547
Michigan,43.3266,-84.5361,55608,5334
Minnesota,45.6945,-93.9002,22464,942
Mississippi,32.7416,-89.6787,14044,670
Missouri,38.4561,-92.2884,12813,696
Montana,46.9219,-110.4544,481,17
Nebraska,41.1254,-98.2681,12984,153
Nevada,38.3135,-117.0554,8150,402
New Hampshire,43.4525,-71.5639,4286,223
New Jersey,40.2989,-74.521,156909,11339
New Mexico,34.8405,-106.2485,7252,329
New York,42.1657,-74.9481,364965,29352
North Carolina,35.6301,-79.8064,24916,844
North Dakota,47.5289,-99.784,2483,56
Northern Mariana Islands,15.0979,145.6739,22,2
Ohio,40.3888,-82.7649,33439,2035
Oklahoma,35.5653,-96.9289,6229,322
Oregon,44.572,-122.0709,4038,148
Pennsylvania,40.5908,-77.2098,72992,5294
Puerto Rico,18.2208,-66.5901,3397,129
Rhode Island,41.6809,-71.5118,14353,792
South Carolina,33.8569,-80.945,10623,466
South Dakota,44.2998,-99.4388,4710,54
Tennessee,35.7478,-86.6923,21385,353
Texas,31.0545,-97.5635,50011,1675
Utah,40.15,-111.8624,8706,105
Vermont,44.0459,-72.7107,971,54
Virgin Islands,18.3358,-64.8963,69,6
Virginia,37.7693,-78.17,40249,1281
Washington,47.4009,-121.4905,20406,1105
West Virginia,38.4912,-80.9545,1899,74
Wisconsin,44.2685,-89.6165,16462,539
Wyoming,42.756,-107.3025,860,14
Alabama,32.3182,-86.9023,1340110,19697
Alaska,61.3707,-152.4044,266731,1285
American Samoa,-14.271,-170.132,6342,31
Arizona,33.7298,-111.4312,2093680,30400
Arkansas,34.9697,-92.3731,856307,11550
California,36.1162,-119.6816,9964272,91905
Colorado,39.0598,-105.3111,1533976,12859
Connecticut,41.5978,-72.7554,822898,11032
Delaware,39.3185,-75.5071,282909,2980
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,154165,1349
Florida,27.7663,-81.6868,6389198,75297
Georgia,33.0406,-83.6431,2608172,38360
Grand Princess,,,103,3
Guam,13.4443,144.7937,50887,371
Hawaii,21.0943,-157.4983,297851,1474
Idaho,44.2405,-114.4788,457907,4954
Illinois,40.3495,-88.9861,3393519,38422
Indiana,39.8494,-86.2583,1758650,23829
Iowa,42.0115,-93.2105,788289,9614
Kansas,38.5266,-96.7265,798061,8943
Kentucky,37.6681,-84.6701,1389271,16118
Louisiana,31.1695,-91.8678,1290291,17380
Maine,44.6939,-69.3819,267707,2408
Maryland,39.0639,-76.8021,1118785,14729
Massachusetts,42.2302,-71.5301,1910108,20835
Michigan,43.3266,-84.5361,2581397,36675
Minnesota,45.6945,-93.9002,1538845,13065
Mississippi,32.7416,-89.6787,824121,12495
Missouri,38.4561,-92.2884,1493204,20830
Montana,46.9219,-110.4544,283054,3440
Nebraska,41.1254,-98.2681,495361,4332
Nevada,38.3135,-117.0554,758379,10967
New Hampshire,43.4525,-71.5639,330286,2572
New Jersey,40.2989,-74.521,2460655,33949
New Mexico,34.8405,-106.2485,554671,7883
New York,42.1657,-74.9481,5560168,69458
North Carolina,35.6301,-79.8064,2823979,25140
North Dakota,47.5289,-99.784,248422,2293
Northern Mariana Islands,15.0979,145.6739,11569,34
Ohio,40.3888,-82.7649,2815069,38993
Oklahoma,35.5653,-96.9289,1063786,16145
Oregon,44.572,-122.0709,795552,7729
Pennsylvania,40.5908,-77.2098,2975031,45580
Puerto Rico,18.2208,-66.5901,743025,4494
Rhode Island,41.6809,-71.5118,400168,3601
South Carolina,33.8569,-80.945,1535392,18007
South Dakota,44.2998,-99.4388,242298,2931
Tennessee,35.7478,-86.6923,2103741,26618
Texas,31.0545,-97.5635,7077451,88370
Utah,40.15,-111.8624,968731,4806
Vermont,44.0459,-72.7107,134415,679
Virgin Islands,18.3358,-64.8963,20669,118
Virginia,37.7693,-78.17,1844313,20467
Washington,47.4009,-121.4905,1628383,13115
West Virginia,38.4912,-80.9545,527437,7018
Wisconsin,44.2685,-89.6165,1712191,14740
Wyoming,42.756,-107.3025,163340,1829
Alabama,32.3182,-86.9023,15899,580
Alaska,61.3707,-152.4044,412,10
American Samoa,-14.271,-170.132,0,0
Arizona,33.7298,-111.4312,16864,810
Arkansas,34.9697,-92.3731,6180,119
California,36.1162,-119.6816,99912,3746
Colorado,39.0598,-105.3111,28128,1579
Connecticut,41.5978,-72.7554,41303,3769
Delaware,39.3185,-75.5071,9066,465
Diamond Princess,,,49,0
District of Columbia,38.8974,-77.0268,8334,440
Florida,27.7663,-81.6868,52255,2259
Georgia,33.0406,-83.6431,43983,1896
Grand Princess,,,103,3
Guam,13.4443,144.7937,167,5
Hawaii,21.0943,-157.4983,643,17
Idaho,44.2405,-114.4788,2626,79
Illinois,40.3495,-88.9861,113195,4923
Indiana,39.8494,-86.2583,32078,2017
Iowa,42.0115,-93.2105,17703,477
Kansas,38.5266,-96.7265,9199,210
Kentucky,37.6681,-84.6701,8951,394
Louisiana,31.1695,-91.8678,38054,2702
Maine,44.6939,-69.3819,2109,79
Maryland,39.0639,-76.8021,47687,2333
Massachusetts,42.2302,-71.5301,93693,6473
Michigan,43.3266,-84.5361,55104,5266
Minnesota,45.6945,-93.9002,21960,908
Mississippi,32.7416,-89.6787,13731,652
Missouri,38.4561,-92.2884,12565,700
Montana,46.9219,-110.4544,479,17
Nebraska,41.1254,-98.2681,12619,147
Nevada,38.3135,-117.0554,8057,394
New Hampshire,43.4525,-71.5639,4231,214
New Jersey,40.2989,-74.521,156030,11194
New Mexico,34.8405,-106.2485,7130,325
New York,42.1657,-74.9481,363836,29176
North Carolina,35.6301,-79.8064,24455,801
North Dakota,47.5289,-99.784,2442,54
Northern Mariana Islands,15.0979,145.6739,22,2
Ohio,40.3888,-82.7649,33006,2009
Oklahoma,35.5653,-96.9289,6138,318
Oregon,44.572,-122.0709,3967,148
Pennsylvania,40.5908,-77.2098,72295,5198
Puerto Rico,18.2208,-66.5901,3324,129
Rhode Island,41.6809,-71.5118,14210,782
South Carolina,33.8569,-80.945,10416,446
South Dakota,44.2998,-99.4388,4653,50
Tennessee,35.7478,-86.6923,21171,343
Texas,31.0545,-97.5635,49129,1641
Utah,40.15,-111.8624,8620,101
Vermont,44.0459,-72.7107,967,54
Virgin Islands,18.3358,-64.8963,69,6
Virginia,37.7693,-78.17,39342,1236
Washington,47.4009,-121.4905,20181,1094
West Virginia,38.4912,-80.9545,1774,72
Wisconsin,44.2685,-89.6165,15863,517
Wyoming,42.756,-107.3025,850,13
Alabama,32.3182,-86.9023,1642062,21001
